date,sentence,col3
2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
2021-12-31,汇川技术：海外一流车企一流项目定点是汽车业务明年重要规划,e公司
2021-12-31,汇川技术：公司目前没有光储直柔项目,每日经济新闻
2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
2021-12-31,汇川机电公司开业启动仪式圆满举行,中自网
2021-12-31,29股受青睐，北向资金增持额超亿元,证券时报网
2021-12-30,汇川技术获批“国家企业技术中心”，技术创新再添“国家级名片”,中自网
2021-12-30,新里程碑！本土工控巨头年度第1万台机器人下线,中自网
2021-12-29,十公司年内获上千家机构调研 迈瑞医疗、汇川技术最受关注,大众证券报
2021-12-29,“十四五”机器人产业、智能制造发展规划出炉，机器人产业迎来发展窗口期,Wind
2021-12-28,本年度第1万台下线，汇川机器人国产化进程加速,中自网
2021-12-28,中国工控巨头入选“全球未来50强”，汇川技术、恒立液压凭啥？,Ofweek
2021-12-28,汇川技术：未来采用伺服液压系统或者电动缸来实现挖掘机的控制是研究的方向，但目前还没有成熟的方案,每日经济新闻
2021-12-28,汇川技术：公司没有人形机器人或者类似机器人的规划,每日经济新闻
2021-12-28,汇川技术：公司不对伺服的台数进行披露,每日经济新闻
2021-12-28,“专精特新”企业想成功，底层逻辑是什么？,虎嗅网
2021-12-28,汇川技术：暂未有伺服产品在新型电网和新型电力系统领域有应用,Wind
2021-12-27,汇川技术动作不断，牵手佛山高明基业进军冷轧行业,中自网
2021-12-27,汇川技术年度第1万台机器人下线 为中国智造加速度,中自网
2021-12-26,11月电机榜：特斯拉夺得亚军 博格华纳跻身前十,第一电动网
2021-12-25,汇川技术︱前三季度净利进10亿，为何增收不增利？ 盈利能力下降,星空财富
2021-12-23,汇川技术(300124)：五大业务同步发展 新能源汽车产品快速增长,新浪
2021-12-21,汇川技术(300124.SZ)：914.96万股限制性股票12月23日上市流通,格隆汇
2021-12-21,阿童木机器人实地拜访汇川技术,Ofweek
2021-12-20,汇川技术：工控龙头自我革新，技术变革在路上,中自网
2021-12-20,新能源e周报丨两部门发通知鼓励新能源汽车下乡 国内个股集体下挫 机构研判： 锂价或持续维持高位,每日经济新闻
2021-12-20,北向资金增持市值超亿元股票（附名单）,证券时报网
2021-12-20,每日理财观察：理财产品流动性风险管理办法出台,Wind
2021-12-19,明星基金经理们，最新动作来了,Wind
2021-12-18,富时中国指数成分股大调整，外资布局2022年,Wind
2021-12-17,资本开支加大，油服迎周期性盈利改善,Wind
2021-12-17,最受机构关注上市公司前三名，年内均受超百家公募调研,资本邦
2021-12-17,汇川技术：目前新能源汽车业务板块尚未实现盈利,Wind
2021-12-17,北向资金大幅加仓股名单,证券时报网
2021-12-17,汇川技术：目前已搭建形成分层分类的激励体系，并在各体系实施,每日经济新闻
2021-12-17,汇川技术：目前新能源汽车业务板块尚未盈利，但收入规模在持续扩大,每日经济新闻
2021-12-17,2021十大最受机构关注公司　“抢手货”迈瑞医疗居首位,财富动力网
2021-12-16,聪投TOP30基金经理4季度最爱调研个股，竟然还是它,新浪
2021-12-16,年底公募基金调研忙，聚焦电子与生物医药,Wind
2021-12-16,年底公募基金调研忙 聚焦电子与生物医药,全景网
2021-12-15,52股获海外机构调研 汇川技术最受关注,证券时报网
2021-12-15,52家公司获海外机构调研 汇川技术最受关注,第一财经
2021-12-15,52家公司获海外机构调研,证券时报网
2021-12-15,机构岁末密集调研四大“赛道” 电气设备等行业受偏爱,大众证券报
2021-12-14,北向资金增持市值超亿元股票（附名单）,证券时报网
2021-12-13,海外机构调研股名单，汇川技术最受关注,Wind
2021-12-13,海外机构调研股名单 汇川技术最受关注,证券时报网
2021-12-13,汇川技术-高明基业国产化联合实验室揭牌,中自网
2021-12-12,陆家嘴财经早餐2021年12月12日星期日,Wind
2021-12-11,近一周机构调研个股曝光，这家公司获600多家机构组团调研,Wind
2021-12-11,华为，隐形光伏霸主！,新浪
2021-12-11,游资慌了？曝出利空，三连板的元宇宙小龙头有ST风险！工控界“小华为”被盯上，600多家机构组团调研！光学膜龙头透露利好,微信
2021-12-10,下周401亿市值限售股解禁，恒玄科技解禁139亿居首 解禁,Wind
2021-12-10,汇川技术(300124.SZ)：1701.4651万股限售股将解禁 解禁,格隆汇
2021-12-10,汇川技术(300124.SZ)1701.47万股限售股将于12月14日上市流通 解禁,智通财经
2021-12-10,汇川技术：约1701.47万股限售股12月14日解禁，占比0.648% 解禁,每日经济新闻
2021-12-10,北向资金本周净买入额创历史新高，连续6日抢筹贵州茅台累计加仓超47亿,Wind
2021-12-10,五粮液、用友网络等62股获北向资金增持额超亿元,证券时报网
2021-12-10,大曝光！外资216亿狂买这些股（名单）,Wind
2021-12-10,北向资金动向盘点：216亿不是重点，进攻宽度才是玄机,Wind
2021-12-10,豪气！北向资金扫货A股超216亿元，增持白酒银行，减持汽车配件（附股） 减持股份,21世纪经济报道
2021-12-09,海外机构调研97家上市公司 汇川技术最受关注,第一财经
2021-12-09,34股获20家以上机构调研 汇川技术最受关注,证券时报网
2021-12-09,基金密集调研442家A股上市公司 多位百亿元量级经理齐露面,证券日报
2021-12-08,汇川技术(300124.SZ)第一大股东汇川投资质押82.3万股,智通财经
2021-12-08,汇川技术：股东累计质押情况,每日经济新闻
2021-12-08,超300人参与调研！汇川技术（300124.SZ）或成下一个热点？工业机器人未来仍会保持较好增长,智通财经
2021-12-08,汇川技术：以伺服应用为主的下游行业，锂电池、光伏等明年仍有较好机会,Wind
2021-12-08,汇川技术：会进行新能源重卡布局,每日经济新闻
2021-12-08,汇川技术：公司会采购IGBT模块，用于公司的工业自动化产品和新能源汽车相关产品中,每日经济新闻
2021-12-08,汇川技术：换电站大小不一，汇川提供的产品及解决方案的价值量也是大小不等的,每日经济新闻
2021-12-08,汇川技术：公司一直是岸电设备行业的主要份额提供者,每日经济新闻
2021-12-08,汇川技术：公司有800v高压电驱电控和充电技术,Wind
2021-12-08,汇川技术：小鹏的800V高压SIC平台的量产车，是公司提供的800v高压产品,Wind
2021-12-08,汇川技术：工业软件业务是近年来公司的重点投入方向之一,Wind
2021-12-08,汇川技术接受136家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
2021-12-08,汇川技术接受16家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
2021-12-08,汇川技术接受18家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
2021-12-08,汇川技术接受184家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
2021-12-08,汇川技术：今年以来新能源汽车业务在收入和订单方面都取得了快速增长,e公司
2021-12-07,电气设备行业周报：光伏硅片下调报价 产业博弈出现拐点,新浪
2021-12-07,机械设备行业：透过历史看降准对机械行业的积极意义,广发证券
2021-12-07,外资月报第26期：外围扰动加剧 配置盘稳步流入,新浪
2021-12-07,新闻 | 汇川技术与精功科技达成战略合作,中自网
2021-12-07,电力电气设备-工业自动化跟踪：11月外资品牌涨价预期落地 本土厂商再迎利好窗口,新浪
2021-12-06,电力设备及新能源行业周报：风光大基地二期再加码 装机需求或将迎复苏,新浪
2021-12-06,电子行业简评报告：积塔半导体获80亿融资 加码车规芯片制造产能,新浪
2021-12-06,电气设备行业周报：11月新势力销量大超预期 欧洲销量环比回暖,新浪
2021-12-06,电力设备新能源行业周报：“蔚小理哪”11月销量破万 第二批风光大基地启动,新浪
2021-12-06,2021年基金，买了个“寂寞”,Wind
2021-12-06,机械设备行业：服务机器人 高速新赛道,新浪
2021-12-05,【太平洋机械】机械行业周报20211205：全球动力电池设备测算1000亿需求中枢，企业海外扩产未来趋势,太平洋机械大讲堂
2021-12-05,新能源行业每周观察：行业趋势已成：详解长沙国际储能大会四大看点,新浪
2021-12-05,机械设备行业跟踪周报：看好国产光伏锂电设备出海机会 建议关注双控边际影响削弱后通用自动化估值修复,新浪
2021-12-04,【最全】2022年工业自动控制系统装置制造行业上市公司全方位对比(附业务布局汇总、业绩对比、业务规划等),前瞻研究院
2021-12-04,北上资金年度净买入刷新历史纪录,Wind
2021-12-03,财信证券：给予汇川技术买入评级，目标价位90.8元,证券之星
2021-12-03,变频器缺货背后的工控行业缺芯之痛,Ofweek
2021-12-03,“一九”行情会否重演，机构重仓股成岁末博弈点,Wind
2021-12-02,跨年行情如何布局？机构普遍看好这三大赛道,Wind
2021-12-01,0.26s，汇川技术推出高速SCARA机器人,Ofweek
2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
2021-12-01,新能源汽车行业周报：小鹏三季度交付量创新高 毛利率提升显着,新浪
2021-12-01,电力电气设备：工业自动化跟踪：十四五信息化与工业化融合规划出台 加速工控企业数字化进程,新浪
2021-12-01,6只工业母机概念股11月以来获北上资金加仓,证券时报网
2021-12-01,大湾区红利释放新趋向，链接长三角特大城市——南京，产业协同共迎新机遇,Wind
2021-11-30,PMI点评：11月制造业PMI环比+0.9PP重返扩张区间 电力供应提升生产活动明显加快,新浪
2021-11-30,陆股通月报：11月北上资金有何动向？,新浪
2021-11-30,东兴证券研究所晨报,新浪
2021-11-30,汇川技术：前10月出货高效节能永磁电机300万台以上,Ofweek
2021-11-30,电力设备及新能源行业周报：政策推动分布式规范发展 提升电网智能化水平,新浪
