date,sentence,col3
2021-12-30,民生证券：给予紫光股份买入评级,证券之星
2021-12-28,Gartner公布三季度存储市场报告：亚太增速最快，浪潮信息蝉联全球前五,Ofweek
2021-12-28,浪潮信息孙斌：浪潮存储系统设计的技术探索、选择与思考,美通社
2021-12-28,平安证券：《“十四五”国家信息化规划》发布，将大幅提升IT投资占比,财联社
2021-12-28,2022年中国计算机系统集成行业市场规模及发展趋势分析 市场规模波动上升【组图】,证券之星
2021-12-26,通信周报：如何理解和把握通信“三大变化”下的2022投资机会？,新浪
2021-12-24,连续3个季度！Gartner最新数据：浪潮信息稳居全球前五、中国前二,美通社
2021-12-24,Forrester发布全球AI基础设施报告,光明网
2021-12-24,浪潮信息成功入围“中国ESG优秀企业500强”,美通社
2021-12-23,胡润上海首发中国网络安全企业百强 浪潮信息上榜前十,大众网
2021-12-22,千亿赛道再迎政策风口，一图看懂网络安全产业链！,Wind
2021-12-22,浪潮信息中标交通银行总行集中式存储采购项目,美通社
2021-12-22,浪潮信息：根据国际数据机构IDC发布的数据显示，2021上半年浪潮边缘计算服务器蝉联中国第一,每日经济新闻
2021-12-20,浪潮信息发布新款JBOD产品 破解数据存储瓶颈,美通社
2021-12-16,双碳目标下，开放计算成数据中心绿色节能新选择,美通社
2021-12-16,迎接冬奥 浪潮信息科技护航2022北京冬奥会,美通社
2021-12-14,浪潮信息：公司采购生产经营情况一切正常，未曾被限制,每日经济新闻
2021-12-14,浪潮信息：不涉及元宇宙的应用等业务,每日经济新闻
2021-12-14,IDC公布2021Q3全球服务器市场最新数据，浪潮信息蝉联全球第二,和讯
2021-12-10,元脑伙伴故事 -- 可利邦：成功源于专注，心向一处方可攻无不克,美通社
2021-12-08,浪潮信息荣膺人工智能领航企业，“源”获评最佳AI产品,美通社
2021-12-05,深度*行业*计算机行业2022年度策略：软件定义世界 芯片定义软件,新浪
2021-12-04,主力探秘：计算机板块估值处在合理位置,财富动力网
2021-12-03,星网锐捷(002396)：锐捷网络分拆落地 公司有望迎来价值重估,新浪
2021-12-01,计算机行业2022上半年投资策略：把握数字化发展机遇 关注高景气、具备成长确定性领域,新浪
2021-12-01,数字经济时代 算力成竞争新焦点,中国日报网
2021-12-01,行业点评报告：工信部发布《“十四五”大数据产业发展规划》关注大数据应用和基建赛道投资机会,新浪
2021-12-01,【计算机】景气度为王，自下而上把握行业机会,金融界
2021-12-01,计算机行业事件点评：工信部同时发布两大重磅政策 软件行业黄金十年开启,新浪
