date,sentence,col3
2021-12-31,龙佰集团：公司投资建设的磷酸铁锂项目所需的锂原料目前来源于外购,每日经济新闻
2021-12-31,龙佰集团：20万吨磷酸铁、20万吨磷酸铁锂和10万吨石墨负极项目一期正在进行试车前的准备工作,每日经济新闻
2021-12-30,“大化工”变革产业格局,胶粘剂网
2021-12-29,龙佰集团实控人许刚质押0.4%股份及解质1.28%股份,乐居财经
2021-12-29,龙佰集团(002601)：公司股东股份解除质押及质押,资本邦
2021-12-29,龙佰集团：许刚累计质押股数约为3.19亿股,每日经济新闻
2021-12-29,龙佰集团(002601.SZ)：董事长许刚质押950万股及解质3050万股,格隆汇
2021-12-29,科技+成长：大数据寻找2021年“预增王”,Wind
2021-12-28,云铝股份募资30亿降负债牛散2.65亿捧场 受益铝价上涨前三季盈利32亿增逾四倍,长江商报
2021-12-27,龙佰集团(002601.SZ)控股股东许刚质押3720万股,智通财经
2021-12-27,龙佰集团：许刚累计质押股数约为3.4亿股,每日经济新闻
2021-12-27,钛白粉迎来“十连涨”企业纷纷发函宣布涨价,中国经营报
2021-12-27,云铝股份“豪华定增团”现神秘自然人,Wind
2021-12-27,神秘自然人砸2.65亿元，一口气买3000万股，疑似百亿级河南富豪！知名基金、券商、外资巨头组团捧场,中证报
2021-12-26,龙佰集团：副产氢气暂未对外销售,中证网
2021-12-26,龙佰集团：公司副产氢气暂未对外销售，下步将用于公司新能源电池材料产业链等领域,每日经济新闻
2021-12-26,龙佰集团：公司投资建设的20万吨磷酸铁、20万吨磷酸铁锂和10万吨石墨负极项目一期项目预计年底建成试,每日经济新闻
2021-12-26,龙佰集团：公司目前暂未对钠离子电池材料进行研究,每日经济新闻
2021-12-25,103家公司预告2021年业绩，逾八成报喜,Wind
2021-12-24,市场“高低位”切换，如何寻找稳健板块,Wind
2021-12-23,鲁北化工：公司目前未有氯化法钛白粉扩产计划,Wind
2021-12-23,年报预告抢先看！超八成公司预喜，最高增幅超10倍,证券之星
2021-12-22,最高增幅超10倍！近百家A股公司披露全年业绩预告,Wind
2021-12-22,最高增幅超10倍！近百家A股公司披露全年业绩预告,中证报
2021-12-22,机构高关注的低位绩优股名单来了,第一财经
2021-12-22,低位股悄悄崛起，机构高关注的低位绩优股名单来了,Wind
2021-12-22,"最会炒股的上市公司出手，携近18亿资金相中了它。16连板牛股今日停牌, 低位股悄悄崛起，机构高关注的低位绩优股名单来了",微信
2021-12-20,化工周报：原油价格继续下挫；周期龙头、折叠屏材料相关标的表现活跃,新浪
2021-12-19,龙佰集团：公司已公告规划建设年产3万吨高端钛合金新材料项目,每日经济新闻
2021-12-19,龙佰集团：今年钛白粉销售价格上涨既有需求拉动因素也有成本推动因素，加之全球市场新增产能有限,每日经济新闻
2021-12-19,龙佰集团：公司暂未涉及磷酸锰铁锂产品,每日经济新闻
2021-12-19,龙佰集团：公司多年深耕钛白粉行业，已获得世界第三、亚洲第一的行业地位,每日经济新闻
2021-12-17,68家A股公司剧透年度业绩，三大行业高景气度跃然纸上,Wind
2021-12-16,钛白粉概念股或迎价值重估,金融投资报
2021-12-16,国际巨头提价，国内企业跟进上调明年钛白粉价格,Wind
2021-12-16,钛白粉价格明年继续涨 或成化工市场最大赢家？,证券日报
2021-12-15,钛白粉龙头企业宣涨明年价格 成本支撑减弱“涨声”能否持续,e公司
2021-12-15,A股早报2021年12月15日星期三,Wind
2021-12-15,“强心针”来了！钛白粉龙头官宣明年涨价，部分企业紧随其后， “涨声”能否持续？专家这么说,e公司
2021-12-15,多家钛白粉公司宣布涨价,Wind
2021-12-14,行业动态丨年底钛白粉企业扎堆发布涨价函 业内人士：执行有难度,财联社
2021-12-14,行业巨头纷纷提价 钛白粉迎来2022年第一波涨价潮,证券日报网
2021-12-14,钛白粉迎新一轮涨价潮！三企业：对业绩有积极影响,中新经纬
2021-12-14,钛白粉再涨价！切入新能源赛道，产业链获价值重估,Wind
2021-12-14,钛白粉迎来新一轮涨价潮 多家上市公司上调产品价格,第一财经
2021-12-14,能源化工行业周观点：政策发力稳增长 碳排放双控催生长期机遇,新浪
2021-12-14,宁德时代10亿成立新能源材料公司,Ofweek
2021-12-14,【机会挖掘】行业龙头上调钛白粉价格 机构：产业链切入新能源产业迎来价值重估,证券时报网
2021-12-14,A股早报2021年12月14日星期二,Wind
2021-12-14,【中证盘前】中国内地首次发现奥密克戎；多家公司宣布临时停产；龙佰集团明年起上调钛白粉销售价格；美股三大指数集体收跌,中证报
2021-12-14,早知道：中国内地首次检出奥密克戎变异株；龙佰集团明年起上调钛白粉售价,e公司
