date,sentence,col3
2021-12-28,汇顶科技屏下光线传感器首获商用,Wind
2021-12-28,2021年深圳上市公司发展报告发布，聚焦高质量发展,东方网
2021-12-14,汇顶科技(603160.SH)：2020年第三期员工持股计划锁定期届满,格隆汇
2021-12-14,汇顶科技(603160.SH)拟使用不超65亿元闲置自有资金进行现金管理,智通财经
2021-12-10,汇顶科技(603160.SH)控股股东张帆解除质押130万股,智通财经
2021-12-07,汇顶科技：公司已有成熟的ToF解决方案，目前在特定客户推广中; 公司的组合方案（电容检测传感器和智能音频放大器）已经成功商用于OPPO AR Glass 产品,每日经济新闻
2021-12-07,汇顶科技：公司目前跟Facebook没有业务往来,每日经济新闻
2021-12-07,汇顶科技：公司的健康传感器已商用于多个知名穿戴设备品牌客户,每日经济新闻
2021-12-07,汇顶科技：公司正处于单一产品线向多元化产品布局的关键转型期,每日经济新闻
2021-12-07,汇顶科技：公司的车载音频CarVoice解决方案已在多款主流车型成功商用,每日经济新闻
2021-12-07,汇顶科技：目前聚焦于智能终端、物联网、汽车电子三大领域,每日经济新闻
2021-12-07,汇顶科技：目前公司已成功商用的车载产品有：车规级指纹、触控芯片、Car Voice语音增强软件解决方案,每日经济新闻
2021-12-07,汇顶科技：公司的人机交互产品、ToF产品能够支持相关终端的开发与应用,每日经济新闻
2021-12-07,汇顶科技：公司目前跟Facebook无业务往来，谷歌一直是公司重要的合作伙伴,Wind
2021-12-07,汇顶科技：公司的ToF产品可以用于手机、智能家居、AR等商用场景,Wind
2021-12-07,汇顶科技：目前公司未有收购华为X86服务器业务的计划,Wind
2021-12-07,汇顶科技：公司已有成熟的ToF解决方案,Wind
2021-12-07,汇顶科技：三季报商誉增加主要为新增收购DCT产生,每日经济新闻
2021-12-07,汇顶科技：公司的ToF产品可以用于手机、智能家居等商用场景,财联社
2021-12-07,汇顶科技：今年上半年芯片代工张家并未对公司造成大的影响,每日经济新闻
2021-11-23,中纪委调查国家大基金管理人、华芯投资原副总裁高松涛，顺带揪出汇顶科技内幕交易老鼠仓,Wind
2021-11-22,晚间重要公告2021年11月22日星期一,Wind
2021-11-22,中纪委调查国家大基金管理人、华芯投资原副总裁高松涛，顺带揪出汇顶科技内幕交易老鼠仓 董监高成员异常事件,21世纪经济报道
2021-11-20,国家制造业转型升级基金总经理被查 此前长期担任华芯投资副总裁 基金转型,财联社
2021-11-20,上市公司正负面新闻2021年11月20日星期六,Wind
2021-11-19,晚间重要公告2021年11月19日星期五,Wind
2021-11-19,【晚间公告抢先看】比亚迪拟对子公司增资17亿美元、中银绒业拟20亿元投建8万吨锂电池正极材料磷酸铁锂项目,金融界
2021-11-19,汇顶科技(603160.SH)持股6.14%股东汇发国际拟减持不超1.5%股份 拟减持股份,智通财经
2021-11-19,汇顶科技：汇发国际拟减持不超过687.66万股 拟减持股份,Wind
2021-11-19,汇顶科技：汇发国际拟减持不超1.5%公司股份 拟减持股份,财联社
2021-11-17,A股收盘综述：锂电池等高景气赛道股井喷；汇绿生态时隔16年归来上演大涨回落；又有新股破发！,Wind
2021-11-15,汇顶科技(603160.SH)累计斥资5亿元回购424.10万股,智通财经
2021-11-15,汇顶科技：公司完成回购，总计回购约424万股,每日经济新闻
2021-11-15,汇顶科技(603160.SH)：截至11月12日已完成回购424.1万股,格隆汇
2021-11-15,汇顶科技：回购公司股份事项实施完毕,Wind
2021-11-13,世界零售巨头宣布进军自动驾驶，低估值高增长概念股名单来了,Wind
2021-11-12,汇顶科技(603160.SH)：2020年第二期员工持股计划锁定期届满,格隆汇
2021-11-09,闻泰科技跻身“果链”第三季度净利增45.06% “果链”概念股或持续利好,搜狐
2021-11-05,模拟芯片企业纷纷提价，概念股前三季度净利润普增,Wind
2021-11-04,超七成概念股业绩翻倍，昔日大牛股砸出深坑(名单),Wind
2021-11-04,大基金动向曝光：超8成持仓股遭减持、加码芯片龙头,Wind
2021-11-03,大基金持仓明细曝光，加码芯片设备龙头，超八成遭遇减持。北交所开市在即，精选层大活跃 减持股份,新浪
2021-11-03,国内芯片公司利润大增，半导体设备企业的新动态,Ofweek
2021-11-02,汇顶科技：持续投入逐步创造回报 新产品出货量增长迅速,中证网
2021-11-01,汇顶科技今日大宗交易成交40万股，成交价92.2元折价14.0%,Wind
2021-11-01,"汇顶科技现1笔大宗交易 共成交3,688.00万元",新浪
2021-11-01,汇顶科技(603160.SH)：10月未回购公司股份,格隆汇
2021-10-30,汇顶科技：中国国际金融股份有限公司、华泰证券股份有限公司等34家机构于10月28日调研我司,证券之星
2021-10-28,汇顶科技IoT、海外市场持续增长 乐观看待四季度及明年发展,e公司
2021-10-28,汇顶科技接受25家机构调研！短期主力资金净流出，或存在资金分歧,每日经济新闻
2021-10-28,汇顶科技2021第三季度报告：净利润同比下降44.1％,Ofweek
2021-10-28,汇顶科技前三季度实现营收41.4亿元 净利润6.15亿元,C114通信网
2021-10-27,汇顶科技(603160.SH)：第三季度净利降61.23%至1.95亿元 盈利能力下降,格隆汇
2021-10-27,图解汇顶科技三季报：第三季度单季净利润同比减61.23% 盈利能力下降,证券之星
2021-10-27,汇顶科技公布三季报 前三季净利减少44.06% 盈利能力下降,新浪
2021-10-27,交卷！汇顶科技：2021年第三季度净利润约1.95亿元,每日经济新闻
2021-10-27,汇顶科技：第三季度净利1.95亿元 同比下滑61% 盈利能力下降,e公司
2021-10-27,汇顶科技：前三季度净利润同比减少44.06% 盈利能力下降,Wind
2021-10-27,汇顶科技：GR552x芯片是公司下一代的BLE SoC产品，支持5.2协议，该产品也即将面市,每日经济新闻
2021-10-27,汇顶科技：目前公司在汽车上商用的产品有电容指纹识别芯片、触控芯片、CarVoice音频软件，产品渗透率稳中有升,每日经济新闻
2021-10-27,汇顶科技：公司具备3D结构光的技术储备，已成功商用于智能门锁市场,Wind
2021-10-26,汇顶科技：公司管理层未发生变动，仍在正常履职,每日经济新闻
2021-10-26,汇顶科技：公司的新一代智能音频放大器正在研发中,每日经济新闻
2021-10-26,汇顶科技：公司的主动降噪编解码芯片涉及的技术全部由汇顶独立开发，是一颗结合DSP和Audio的SoC,每日经济新闻
2021-10-26,汇顶科技：目前没有看到限电政策对公司的直接影响,每日经济新闻
2021-10-25,转型阵痛期的汇顶科技，能否重现往日辉煌？,搜狐
2021-10-21,华为明天又有重磅会议，鸿蒙是主角，这些上市公司将参会！,Wind
2021-10-20,欧菲光三季度业绩预亏，新业务板块尚处起步阶段 预亏,每日财报
2021-10-17,一周策略回顾与展望,新浪
2021-10-12,大基金持仓|股价自高点累跌近70%！汇顶科技（603160.SH）怎么了？,财华社
2021-10-11,汇顶科技(603160.SH)拟向激励对象授予140.01万份股票期权,智通财经
2021-10-11,汇顶科技(603160.SH)拟向激励对象授予1546.70万份股票期权,智通财经
2021-10-11,汇顶科技(603160.SH)：拟推2021年第二期股票期权激励计划,格隆汇
2021-10-08,汇顶科技：9月未回购公司股份,财联社
2021-10-08,汇顶科技：累计回购约342万股，占比0.75%,每日经济新闻
2021-09-30,2021年深圳市特色产业之集成电路产业全景分析,Ofweek
2021-09-29,"汇顶科技现1笔大宗交易 共成交2,925.00万元",新浪
2021-09-29,汇顶科技今日大宗交易成交30万股，成交价97.5元折价10.35%,Wind
2021-09-28,汇顶科技：汇发国际有限公司减持计划实施完毕，期间减持公司股份约511万股,每日经济新闻
2021-09-28,汇顶科技(603160.SH)：汇发国际完成减持1.12%股份 减持股份,格隆汇
2021-09-28,汇顶科技：股东汇发国际累计减持1.12%股份，减持计划届满 拟减持股份,Wind
2021-09-26,汇顶科技低功耗蓝牙SoC通过PSA安全认证,e公司
2021-09-22,汇顶科技(603160.SH)选举冯敬平为职工代表监事,智通财经
2021-09-22,汇顶科技今日大宗交易成交15万股，成交价92.5元折价15.06%,Wind
2021-09-22,汇顶科技：公司的车规级触控芯片已广泛应用于现在主流的车载显示屏幕,每日经济新闻
2021-09-22,汇顶科技：目前没有自建生产线的打算,每日经济新闻
