date,sentence,col3
2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
2021-12-17,中海油服重大突破！超高温高压测井技术装备创下新纪录,液化天然气网
2021-12-14,能源化工行业周观点：政策发力稳增长 碳排放双控催生长期机遇,新浪
2021-12-13,申万宏源：中央经济工作会议透露能源机遇,财联社
2021-12-06,中信证券：看好能源化工低估周期标的反弹,财联社
2021-12-06,中信证券晨会,新浪
2021-11-30,能源化工行业周观点：继续推荐高景气赛道和成长高确定性标的,新浪
2021-11-30,中信证券：奥密克戎冲击偏短期，择时布局国内油企回升机遇,财联社
2021-11-29,科技制造行业先进制造行业周报：法国重启核电解能源之困,新浪
2021-11-28,石油化工行业周报：OMICRON引发油价恐慌性下跌 对后市原油及石化影响分析,新浪
2021-11-25,中海油服：12月28日召开2021年第一次临时股东大会,Wind
2021-11-25,中海油田服务：谨订于12月28日召开临时股东大会,Wind
2021-11-22,全力加仓“新能源之王”！北上资金1/4的钱都买了它,Wind
2021-11-21,全力加仓“新能源之王”！北上资金1/4的钱都买了它，重点加仓股曝光，17股连续七周净买入,e公司
2021-11-18,港股异动 | 中海油服(02883)跌超4%领跌石油股 美油跌穿80美元 上期所原油主力合约收跌逾4%,智通财经
2021-11-15,中海油服：公司目前开展海上风电安装和维护支持平台服务,每日经济新闻
2021-11-15,石油化工行业周报：LPG、油价与天然气价格关系及影响,新浪
2021-11-14,中海油服(601808)三季报点评报告：Q3业绩环比改善 增储上产前景可期,新浪
2021-11-13,杰瑞股份：公司产品有在海上平台应用，如2500型压裂橇组在东海助力中海油服油气开发,每日经济新闻
2021-11-12,国内首创，钻井平台安装海上风机！中海油服向新能源领域迈出重要一步！,液化天然气网
2021-11-11,中泰周期·大宗指南：周期品周度运行变化,新浪
2021-11-11,能源材料行业跟踪,新浪
2021-11-04,化工点评报告：三季度石油石化配置创近八年新高 关注龙头及偏成长相关标的,新浪
2021-11-03,信达证券维持中海油服买入评级：Q3盈利边际好转，高油价助力景气复苏,每日经济新闻
2021-11-02,武船集团交付4000马力LNG动力守护供应船首制船,国际船舶
2021-11-02,石油化工行业周报：能源价格波动下对石化行业盈利影响 以及当前估值对应的周期位置,新浪
2021-11-01,大行评级 | 摩通：维持中海油服(2883.HK)增持评级 目标价降至10港元,格隆汇
2021-10-31,【开源煤炭&石化-张绪成】中海油服三季报点评：Q3 业绩环比改善，增储上产前景可期,能源观察站
2021-10-30,中泰证券维持中海油服买入评级：业绩符合预期，油服行业继续改善,每日经济新闻
2021-10-30,中泰证券：给予中海油服买入评级,证券之星
2021-10-29,港股异动 | 中海油服(02883)绩后涨超7% 第三季度纯利同比增长47.8%至6.51亿元,智通财经
2021-10-29,大行评级 | 瑞银：维持中海油服(2883.HK)买入评级 目标价降至11.2港元,格隆汇
2021-10-28,中海油服持续优化生产运营 前三季营收近199亿元,上证报
2021-10-28,中海油服：2021年前三季度实现净利润14.63亿元,证券时报网
2021-10-28,图解中海油服三季报：第三季度单季净利润同比增47.84%,证券之星
2021-10-28,中海油服：2021年第三季度净利润约6.51亿元，同比增长47.8%,每日经济新闻
2021-10-28,中海油服：齐美胜先生及徐玉高先生因工作变动原因辞去本公司董事职务,每日经济新闻
2021-10-28,中海油服：董事会秘书吴艳艳辞职,Wind
2021-10-28,中海油服：董事齐美胜及非执行董事徐玉高辞职,Wind
2021-10-28,中海油服(601808.SH)：第三季度净利增47.8%至6.51亿元,格隆汇
2021-10-28,中海油服：前三季度净利润同比减少32.58% 盈利能力下降,Wind
2021-10-28,武船集团两型4000马力LNG动力守护供应船下水,国际船舶
2021-10-19,油气价格走势及影响深度报告：资源价值有望长期复苏 看好石化转型升级空间,新浪
2021-10-18,中海油田服务：“16油服04”付息日为10月25日,Wind
2021-10-15,大行评级 | 大摩：予中海油服增持评级，升中石化油服目标价至0.92港元,格隆汇
2021-10-13,快讯：中海油服跌停 报于14.76元,金融界
2021-10-12,中海油服“COSL Promoter”号平台获Equinor新钻井协议,国际船舶
2021-10-11,机械设备行业第41周周报：油气中游盈利能力趋势改善 半导体设备需求依旧强劲,国海证券
2021-10-09,2021年10月金股,新浪
2021-10-08,石油石化行业研究周报：原油供需缺口缓慢修复 利好炼化板块盈利,新浪
2021-10-08,川财10月金股组合,新浪
2021-10-08,招财日报2021.10.08｜连串利好因素拉动大市,招银国际
2021-10-08,中泰证券首予中海油服买入评级：油服行业景气复苏，龙头蓄势待发,每日经济新闻
2021-10-08,【十大券商一周策略】年线有望三连阳,Wind
2021-10-07,【大行观察】油价中短期有支持 瑞银看好中海油服股价前景,财华社
2021-09-30,中海油服：公司主要业务贯穿石油及天然气勘探、开发及生产的各个阶段,每日经济新闻
2021-09-29,中信证券：需求旺季渐进，未来3-6个月油价存在进一步冲高的可能性,Wind
