date,sentence,col3
2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
2021-12-30,中国神华、陕西煤业、兖州煤业，谁是成长能力最强的动力煤企业？,Ofweek
2021-12-30,中煤能源：蒙陕地区煤化工项目采购公司内部煤矿煤炭191万吨,每日经济新闻
2021-12-30,中煤能源：公司所产甲醇主要为自用，少部分外销,每日经济新闻
2021-12-28,港股异动︱港股煤炭股板块今日集体下跌 兖州煤业股份(01171)跌超5% 中煤能源(01898)领跌板块,智通财经
2021-12-28,【行情】港股煤炭股齐挫，中煤能源(01898.HK)跌6.4%，兖州煤业(01171.HK)跌近5%，易大宗(01733.HK)跌3.7%，中国神华(01088.HK)、首钢资源(00639.HK)跌,金十数据
2021-12-23,海通证券：11月原煤产量继续加速释放，关注转型煤企投资机会,财联社
2021-12-21,【动力煤】日报-2021-12-20 增产降耗增储背景下动力煤期价震荡运行,英大期货
2021-12-17,中煤能源(601898.SH)：子公司拟以1.36亿元购买京闽工贸56%股权,格隆汇
2021-12-17,中煤能源：中销公司将收购由中煤集团持有的京闽工贸公司56%股权，总代价为1.35亿元,Wind
2021-12-17,中煤能源：拟购买中国中煤能源集团有限公司持有的中煤京闽（福建）工贸有限公司56%股权,每日经济新闻
2021-12-17,中煤能源：目前暂无增持或回购股票的计划,每日经济新闻
2021-12-17,【港股通】中煤能源(01898):中销公司拟以1.36亿元收购京闽工贸56%股权,和讯
2021-12-17,中煤能源：董事会会议通过《关于中销公司收购中煤集团所持京闽工贸公司56%股权的议案》,Wind
2021-12-17,中煤能源(01898.HK)：中销公司拟收购京闽工贸公司56%股权,格隆汇
2021-12-17,中煤能源(601898.SH)拟收购京闽工贸56%股权拓展市场销售渠道,智通财经
2021-12-17,【异动股】中煤能源(01898.HK)跌3.59%,财华社
2021-12-17,【行情】煤炭股开盘强势，靖远煤电2连板，兖矿能源、中煤能源、兰花科创、潞安环能、电投能源等涨幅居前,金十数据
2021-12-17,A股早报2021年12月17日星期五,Wind
2021-12-17,每日理财观察：商务部将着力从三方面稳外贸稳产业链,Wind
2021-12-17,港股盘前必读：英国基准利率上调15个基点，美股全线下跌,Wind
2021-12-17,北上资金连续12天净买入，煤炭行业搭上氢能源快车,Wind
2021-12-16,【金财富早知道】2021-12-17,赢家之星
2021-12-16,白酒股怎么了？“两年十倍”白酒股大跌，机构与北向资金携手出逃近13亿元（名单）,21世纪经济报道
2021-12-16,中煤能源11月商品煤产量1009万吨,我的钢铁
2021-12-16,“煤制氢”来了，价值与成长双提升,Wind
2021-12-16,中煤能源(01898)前11月商品煤销量2.68亿吨 同比增长11%,智通财经
2021-12-16,中煤能源：11月商品煤销量同比下降17.2%,第一财经
2021-12-16,中煤能源(601898.SH)11月商品煤产量1009万吨 同比增长11%,智通财经
2021-12-16,中煤能源(601898.SH)：11月商品煤销量2044万吨 同比下降17.2%,格隆汇
2021-12-16,中煤能源：11月商品煤销量2044万吨，同比下降17.2%,Wind
2021-12-16,恒指收涨0.23%，医药股强势反弹、煤炭股爆发,Wind
2021-12-16,涨停板解密：政策利好，煤炭火爆引领市场！（12月16日）,Wind
2021-12-16,A股收盘综述：煤炭板块崛起、题材炒作翩翩起舞，汾酒换帅传言引发放量回调,Wind
2021-12-16,【异动股】煤炭行业板块拉升，中煤能源(601898.CN)涨10.06%,财华社
2021-12-16,煤炭概念午后持续走高，中煤能源、兖矿能源等多股涨停,Wind
2021-12-16,恒指午盘跌0.81%，煤炭股逆市大涨,Wind
2021-12-16,解盘：资金持续流入，煤炭、工业母机、大基建、网游领涨,Wind
2021-12-16,A股午盘综述：煤炭股火了，兖矿能源中煤能源等涨停！山西汾酒遭遇定向爆破,Wind
2021-12-16,上证资源指数上扬，中煤能源涨停，资源ETF(510410) 今年涨幅达40%,资本邦
2021-12-16,12月16日早盘主力巨资抢筹四大板块(附股),金融界
2021-12-16,煤价企稳回升，煤炭股领涨A股，中煤能源、兖矿能源等多股涨停,格隆汇
2021-12-16,煤炭股持续走强，中煤能源、山煤国际新晋涨停,Wind
2021-12-16,中煤能源封住涨停板，煤炭板块持续拉升,Wind
2021-12-16,港股异动︱港股煤炭股今日集体上涨 兖州煤业股份(01171)涨超12%领涨板块 中煤能源(01898)涨超6%,智通财经
2021-12-16,兖矿能源连续两日涨停提振煤炭板块，中煤能源、陕西煤业大涨,Wind
2021-12-16,【行情】港股碳中和概念股多数走高，兖州煤业股份(01171.HK)涨超13%，中煤能源(01898.HK)涨6.03%，保利协鑫能源(03800.HK)涨2.77%，福莱特玻璃(06865.HK)涨2,金十数据
2021-12-16,【行情】煤炭股开盘拉升，靖远煤电触及涨停，兖矿能源、中煤能源、华阳股份、陕西煤业、冀中能源跟涨,金十数据
2021-12-16,煤炭股盘初走强，靖远煤电涨停,Wind
2021-12-15,【行情】港股煤炭股午后持续走强，兖州煤业股份(01171.HK)涨5.43%，中煤能源(01898.HK)涨3.2%，中国神华(01088.HK)涨2%,金十数据
2021-12-15,兖矿能源冲击涨停提振煤炭板块，山西焦煤、中煤能源、陕西煤业等普涨,Wind
2021-12-09,中国神华、陕西煤业、中煤能源，这三家煤炭开采企业，谁的成长能力最强？,Ofweek
2021-12-08,中煤能源1898｜11月商品煤销量按年跌17% | 头条金融网 盈利能力下降,头条日报
2021-12-07,【行情】煤炭板块拉升反弹，华阳股份涨停，平煤股份、电投能源、山西焦煤、中煤能源、开滦股份等涨幅居前,金十数据
2021-12-06,部分煤炭股逆市上扬 中煤能源(01898)涨2.91%,和讯
2021-12-06,【行情】煤炭股持续走高，晋控煤业涨超8%，电投能源、中煤能源、兰花科创、新集能源跟涨,金十数据
2021-12-06,中信证券：2022年或是煤价向中期均衡价格回归的一年,Wind
