date,sentence,col3
2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
2021-12-31,半导体设备板块持续高景气 供需分化观点分歧未来如何掘金？ 专题,投资者网
2021-12-31,半导体103家上市企业研发费达365亿 国产化进程加快40家研发人员占比超50%,长江商报
2021-12-29,十公司年内获上千家机构调研 迈瑞医疗、汇川技术最受关注,大众证券报
2021-12-29,“奔走”超4.4万次！券商今年调研上市公司忙，2022年看好这些机会,中证报
2021-12-28,理想万里晖估值36亿元获中微公司增资 聚焦太阳能电池异质结领域,e公司
2021-12-28,晚间重要公告2021年12月28日星期二,Wind
2021-12-28,中微公司拟1亿元增资理想万里晖,上证报
2021-12-28,12月股东减持超650亿，45家大额解禁来袭,Wind
2021-12-28,中微公司：拟1亿元增资光伏设备公司上海理想万里晖,e公司
2021-12-28,中微公司(688012.SH)：拟以1亿元投资上海理想万里晖薄膜设备,格隆汇
2021-12-28,中微公司：拟向理想万里晖增资1亿元,Wind
2021-12-28,A股资金流向：锂矿价格飙升修复股价背离，新能源全线反弹,Wind
2021-12-27,中微公司：占总股本13.02%限售股将于2022年1月4日上市流通 解禁,Wind
2021-12-27,中微公司：约8022.93万股限售股1月4日解禁，占比13.02% 解禁,每日经济新闻
2021-12-27,中微公司：公司注重零部件的国产化，建立了全面的供应商评价管理体系,每日经济新闻
2021-12-27,中微公司：公司计划扩展在泛半导体领域设备的应用，布局显示、MEMS、功率器件、太阳能领域的关键设备,每日经济新闻
2021-12-27,中微公司(688012.SH)：8022.9335万股限售股将解禁 解禁,格隆汇
2021-12-27,中微公司(688012.SH)8022.93万股限售股将于1月4日上市流通 解禁,智通财经
2021-12-27,中微公司：公司目前已经组建团队在开发LPCVD设备和EPI设备,Wind
2021-12-27,中微公司：目前订单和营收情况良好，正积极加快募投项目的建设,每日经济新闻
2021-12-27,中微公司：公司目前已经组建团队在开发LPCVD设备和EPI设备，研发按计划进行中,每日经济新闻
2021-12-27,中微公司：公司的MOCVD设备可以加工第三代半导体材料氮化镓,每日经济新闻
2021-12-27,中微公司透露MiniLED量产用MOCVD设备最新细节,LED在线
2021-12-26,北方华创：半导体设备种类丰富，受益于半导体扩产潮,每日经济新闻
2021-12-24,A股资金流向：“弃宁投茅”显露调仓痕迹,Wind
2021-12-23,A股资金流向：“妖股”行情暂告段落，绿电板块重回主线核心,Wind
