date,sentence,col3
2021-12-31,【银华基金】交易日报 2021-12-31,新浪
2021-12-31,北上资金12月份净买入889.92亿元 连续15个月净买入,证券时报网
2021-12-31,北上资金本周抢筹股名单,证券时报网
2021-12-31,AI研发投2亿，业绩崩了！年末基金扎堆道歉，基民：有用吗？赚钱才是硬道理,证券之星
2021-12-31,2021年信用卡与支付十大新闻,金融界
2021-12-31,服务中小企业出实招兴业银行南京分行 按下科创金融“加速键”,荔枝网
2021-12-31,节前最后一日，成都农商行领千万级别罚单，多家银行被罚金额过百万 金融监管处罚,资本邦
2021-12-31,兴业银行无锡分行落地首笔科技型风险补偿普惠贷款,东方网
2021-12-31,2021名家讲坛系列活动顺利收官 兴业银行持续深耕私人银行,21世纪经济报道
2021-12-31,零售数字化转型显效 兴业银行手机银行接连获奖,和讯
2021-12-31,兴业银行三明分行私人银行财富中心开业啦！,和讯
2021-12-31,“一点接入、联通全球” 兴业银行共享直连全球资金管理平台再升级,搜狐
2021-12-31,华西证券：给予兴业银行买入评级,证券之星
2021-12-31,华西证券给予兴业银行买入评级，战略构筑壁垒，转债拓展空间,每日经济新闻
2021-12-31,民生银行信用卡业务投诉量上半年在湖南居股份制商业银行首位,中国经济网
2021-12-31,银行财眼 | 兴业银行海口分行被罚30万元：因违规发放贷款承接本行不良贷款 金融监管处罚,凤凰网
2021-12-31,汇聚金融力量 赋能实体经济——兴业期货助力商品市场保价稳供,期货日报网
2021-12-31,兴业银行南京分行打造消费者权益保护新格局,荔枝网
2021-12-31,A股融资融券日报：两融余额增加32.82亿元（12月30日）,Wind
2021-12-31,银行业持续为“三农”输送金融“活水”,中国金融新闻网
2021-12-31,Wind风控日报2021年12月31日星期五,Wind
2021-12-31,青睐长期景气赛道，银行理财权益投资力度将加大,Wind
2021-12-31,“小包演练”盛行，个人不良贷款转让业务“摸着石头过河”,Wind
2021-12-30,2022年A股怎么走？银行理财公司这么看,Wind
2021-12-30,银行APP掀起“瘦身”潮！,中国银行保险报
2021-12-30,盘后公告集锦|十个交易日股价翻倍！又一家抗疫概念股停牌核查,财联社
2021-12-30,晚间重要公告2021年12月30日星期四,Wind
2021-12-30,兴业银行可转债发行结果：网上投资者弃购3.62亿元,财联社
2021-12-30,兴业银行厦门分行：聚焦“减污降碳” 构建绿色资产,中国金融新闻网
2021-12-30,兴“绿色”之业 助陇原发展——兴业银行兰州分行绿色金融驱动黄河流域生态保护和高质量发展,和讯
2021-12-30,兴业银行：公司仅介入阳光城少量一二线城市且资质较好的房地产开发项目融资,Wind
2021-12-30,稳住农业基本盘 兴业银行青岛分行按下金融助农“快进键”,中国金融新闻网
2021-12-30,科技赋能资金监管 兴业银行成都分行逐步完善住房租赁生态圈,和讯
2021-12-30,阳光何时照围城？,证券之星
2021-12-30,兴业银行南京分行走准服务三农“奋斗路”，贡献乡村振兴“兴业力量”,荔枝网
2021-12-30,A股融资融券日报：两融余额减少8.94亿元（12月29日）,Wind
2021-12-30,2021黄金盘点：疫情叠加通胀，全球央行持仓量创31年新高,Wind
2021-12-30,科大讯飞股份有限公司关于2021年非公开发行股票募集资金项目 募集资金使用完毕及募集资金专户销户完成的公告,中证报
2021-12-29,主动担当 精准发力——兴业期货谱写服务中小微企业新篇章,金融界
2021-12-29,服务湖北经济高质量发展 兴业银行武汉分行债券承销规模超200亿元,中国金融新闻网
2021-12-29,全方位满足差异化需求 兴业银行苏州分行“融智”转型显成效,大众证券报
2021-12-29,一揽子综合融资助推跨境融资 兴业银行苏州分行落地首单港股私有化项目,大众证券报
2021-12-29,泛海控股:控股股东1亿股份将被公开拍卖 司法拍卖,金融界
2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
2021-12-29,兴业银行正式推出对公跨境业务品牌 “兴业单证通”,中投网
2021-12-29,兴业银行上海分行成功参投澳门市场首笔工商企业绿色债券,陆家嘴金融网
2021-12-29,服务经济高质量发展 兴业银行为实体企业承销债券近4000亿元,搜狐
2021-12-29,福建：首期“海峡金融讲堂”开讲,中国金融新闻网
2021-12-29,兴业银行信用卡荣膺领航中国“杰出信用卡品牌奖”,金融界
2021-12-29,兴业银行：按下科技赋能乡村振兴“加速键”,和讯
2021-12-29,银行间交易商协会发布11月主承承销情况分类统计,Wind
2021-12-29,万里石为万里石装饰等1.42亿元融资提供担保 大额借贷担保,乐居财经
2021-12-29,北向资金动向盘点：连续净买电新，王者已归来？,Wind
2021-12-29,A股融资融券日报：两融余额增加34.59亿元（12月28日）,Wind
2021-12-29,盘前情报丨千亿私募幻方量化发道歉信；百年泸州老窖再度上调价格,21经济网
2021-12-29,每日理财观察：券商营业部排名大洗牌，量化交易催生硬件竞赛,Wind
2021-12-29,北向资金净买入13亿元，增持银行电池，扫货这些个股,21世纪经济报道
2021-12-29,北向资金动向曝光：12月28日这30只个股被猛烈扫货（附名单）,每经网
2021-12-29,年末弱势震荡，板块轮动持续,Wind
2021-12-28,【银华基金】交易日报 2021-12-28,新浪
2021-12-28,巨无霸可转债兴业转债入场，今年银行转债发行达1100亿,第一财经
2021-12-28,"兴业银行现1笔大宗交易 共成交5,298.81万元",新浪
2021-12-28,艾融软件再拿下2个大单！中标工商银行和上海银行两大采购项目,同壁财经
2021-12-28,每经18点|陕西延安新增本土确诊病例2例；兴业银行被北上资金净买入近6亿元；恒驰汽车量产下线仪式可能要到明年初,每日经济新闻
2021-12-28,最新出炉！12月28日沪深股通净流入12.92亿，其中5.932亿都买了它,每经网
2021-12-28,北上资金净买入兴业银行5.93亿元，净卖出贵州茅台7.65亿元,格隆汇
2021-12-28,北向资金净买入12.93亿元 兴业银行净买入5.93亿元,新浪
2021-12-28,北向资金假期后首日加仓近13亿，兴业银行、宁德时代净买入均超5亿元,Wind
2021-12-28,年底大宗交易井喷，四大行业获机构扫货！,Wind
2021-12-28,转债中签结果：兴业银行公布中签号,中财网
2021-12-28,兴业银行可转债中签结果出炉：超1064万个,财联社
2021-12-28,兴业银行长沙分行：擦亮“三张名片” 服务湖南“三高四新”战略,证券日报网
2021-12-28,兴业银行在湘落地首笔分布式光伏发电项目并购贷款,红网
2021-12-28,兴业银行(601166.SH)可转债网上中签结果出炉：中签号共1064.1202万个,格隆汇
2021-12-28,绿色项目需具备可持续性，兴业银行如何建设绿色金融产品体系？,时代周报
2021-12-28,“真香”引发“真卷”！可转债打新户数破1100万,Wind
2021-12-28,兴业银行厦门分行为制造业转型发展增添绿色动力,中国金融新闻网
2021-12-28,14股获杠杆资金净买入超亿元,证券时报网
2021-12-28,融资客青睐9股，光大银行买入占比高达42.39%,Wind
2021-12-28,年终报道 | 年内银行动用多元资本补充工具密集“补血”数千亿元 2022年资本补充压力仍存,财联社
2021-12-28,A股融资融券日报：两融余额增加29.17亿元（12月27日）,Wind
2021-12-28,华创固收2022年可转债年度策略报告：“局促”环境下的应对,Wind
2021-12-28,银行业零售布局再升级 “大零售”“大财富”成为转型发展关键词,中国金融新闻网
2021-12-28,减少消费者选择焦虑，银行App爱“瘦身”更爱财富管理,Wind
2021-12-28,年末大宗交易增多，机构抢筹藏玄机,Wind
2021-12-27,银行兴起数字极简风：“智能手机App恐惧症”终于有救了,第一财经
2021-12-27,年内“补血”需求旺盛 银行可转债迎来发行潮,北京商报
2021-12-27,兴业银行(601166.SH)：“兴业转债”网上中签率约为0.0986%,智通财经
2021-12-27,转债申购结果：兴业银行转债公布中签率,中财网
2021-12-27,福建水泥(600802.SH)拟参与认购兴业银行可转债及兴业证券配售新股,智通财经
2021-12-27,兴业银行三明分行：践行金融担当 服务地方发展,中国金融新闻网
2021-12-27,银行行业研究周报：政策发力 估值筑底,新浪
2021-12-27,银行间交易商协会要求青岛胶州城投补充10亿元超短融注册文件,观点地产网
2021-12-27,积极践行“双碳”目标，注入绿色金融创新活力 兴业银行厦门分行积极通过政银企合作，助推绿色金融跨越式发展,和讯
2021-12-27,“为客户多想一步、想早一步” ——浅谈兴业信用卡运营管理中的“新四化建设”,北国网
2021-12-27,再创新高 兴业银行南京分行全年债券承销突破800亿元,荔枝网
2021-12-27,A股融资融券日报：两融余额减少95.83亿元（12月24日）,Wind
2021-12-27,神华每日财经,神华期货
2021-12-27,兴业银行与深圳交易集团签订合作协议,深圳商报
2021-12-27,陆家嘴财经早餐2021年12月27日星期一,Wind
2021-12-27,货币政策“以我为主”显自信，精准调控渐入臻境,Wind
2021-12-27,“持牌私行”队伍扩容 财富管理成私人银行业务转型突破口,证券日报
2021-12-26,乱象过后日趋规范，上海重现异地银行资金营运中心设立潮,第一财经
2021-12-26,这家大行低调下线一款支付类App 手机银行“瘦身”会成为趋势吗,北京商报
2021-12-26,2022年Q1还有春季躁动行情吗？,王杨一东吴策略
2021-12-26,专题：TLAC之下，银行资本工具发行需求有多大？,志明看金融
2021-12-26,兴业转债申购价值分析：商行+投行双引擎的银行航母,新浪
2021-12-26,时隔十年监管再发私行专营牌照，银行零售业务破局路在何方？,Wind
2021-12-26,时隔十年监管再发私行专营牌照，银行零售业务破局路在何方？,第一财经
2021-12-25,年内最大银行可转债下周一认购，福建省财政厅将参与兴业转债配售,电鳗快报
2021-12-25,中国上市公司500强：银行包揽前四，85家利润超100亿元,腾讯网
2021-12-25,突围高净值市场 私行专营机构争相挂牌,中国经营报
2021-12-25,结构性存款“变阵”，规模骤降探路转型,Wind
2021-12-25,【固收】基本面持续向好，“商行+投行”战略进行中——兴业转债（113052.SH）新券定价报告（张旭）,新浪
2021-12-24,【银华基金】交易日报 2021-12-24,新浪
2021-12-24,智通A股机构动向参考(01.05) | 退潮期,智通财经
2021-12-24,"兴业银行现10笔大宗交易 共成交20,513.87万元",新浪
2021-12-24,兴业银行今日大宗交易成交518.82万股，成交价19.07元溢价0.0%,Wind
2021-12-24,兴业银行厦门分行持续精准服务小微企业,中国金融新闻网
2021-12-24,浦口康居建设拟发行5亿元中期票据，用于保障房项目建设,乐居财经
2021-12-24,兴业银行多措并举助推福建驶入高质量发展快车道,中国金融新闻网
2021-12-24,11股获杠杆资金净买入超亿元,证券时报网
2021-12-24,兴业银行为实体企业承销债券近4000亿元,中国金融新闻网
2021-12-24,A股融资融券日报：两融余额增加19.59亿元（12月23日）,Wind
2021-12-24,盘前情报丨华为首款鸿蒙汽车、纵向折叠屏手机重磅发布，供应链或受益,21世纪经济报道
2021-12-24,北向资金动向盘点：逢高减持食品饮料,Wind
2021-12-24,有望“二中一”，今年最后一个打新盛宴来了！,Wind
2021-12-24,北向资金结束连续4日净卖出，大幅出逃酿酒板块，“茅五泸”均被抛售,21世纪经济报道
2021-12-24,申购在即！巨无霸可转债要来了,Wind
2021-12-24,申购在即！巨无霸可转债要来了，心动or行动？,中证报
2021-12-24,银行以票充贷需求大，年末票据利率跌至“零”附近,Wind
2021-12-24,融资成本低，商业银行青睐发行可转债,Wind
2021-12-24,可转债打新再迎盛宴，500亿元兴业转债下周启动网上申购,Wind
2021-12-23,省政府与兴业银行签署合作协议 王宁王予波吕家进共同见证签约,云南发布
2021-12-23,银行股频繁“破净”，迎来年内最大规模可转债“兴业转债”,国际金融报
2021-12-23,兴业转债：商行+投行驱动的大盘银行转债——申购价值分析【华创固收 | 周冠南团队】,新浪
2021-12-23,沪港通十大成交活跃股排名（12月23日）,Wind
2021-12-23,深入推进普惠金融 兴业银行厦门分行多措并举关注小微企业发展,中国金融新闻网
2021-12-23,兴业银行绵阳分行着力化解融资难题 助推科创小微企业快速发展,金融投资报
2021-12-23,兴业银行宁德分行 打造供应链金融服务新生态,中投网
2021-12-23,办卡还要捐款？监管严禁银行开卡捆绑其他业务　霸王条约该终结了,时代周报
2021-12-23,年内最大规模可转债来袭 银行系权重居高不下,中投网
2021-12-23,绿色金融“碳”寻记：兴业银行北京分行 赤道银行基因的“京版”落地,北京商报
2021-12-23,时隔10年私人银行牌照再重启，兴业银行成首家股份行私行持牌机构,资本邦
2021-12-23,兴业银行厦门分行助力城市环境更靓丽,金融界
2021-12-23,商业银行“补血”激战再融资市场，年内核心一级资本补充方案已实施破千亿,资本邦
2021-12-23,引领绿色消费新风尚 兴业银行信用卡持续创新绿色金融服务,第一财经
2021-12-23,兴业银行：拟发行500亿元可转债,全景网
2021-12-23,A股融资融券日报：两融余额增加24.04亿元（12月22日）,Wind
2021-12-23,时隔近十年监管再次下发牌照 股份行首家私人银行专营机构开业,证券日报
2021-12-22,兴业银行厦门分行发挥绿色金融力量，打造产业升级新样本,和讯
2021-12-22,聚焦重点领域，支持绿色项目长远发展 兴业银行厦门分行充分发挥绿色银行品牌特色，助力城市生态文明建设,和讯
2021-12-22,又一家股份行披露私行部筹建进展 逐鹿高端市场，银行如何“抢蛋糕”,北京商报
2021-12-22,晶澳科技与兴业银行签订战略合作协议,e公司
2021-12-22,兴业银行(601166.SH)：“兴业转债”将于12月27日开启网上申购,智通财经
2021-12-22,年关将至，邮储、平安、兴业、广发、中信等银行集中抛甩不良“包袱”,金融界
2021-12-22,兴业银行：发行可转债500亿元，申购日为12月27日,每日经济新闻
2021-12-22,特别策划｜让“供应链”成为“共赢链” 兴业银行持续升级供应链融资解决方案,财经杂志
2021-12-22,兴业银行兰州分行落地甘肃省首单碳汇贷,和讯
2021-12-22,兴业银行厦门分行：通过政银企合作，助推绿色金融跨越式发展,中国金融新闻网
2021-12-22,兴业银行12月22日大宗交易成交2240.57万元,证券时报网
2021-12-22,"兴业银行现1笔大宗交易 共成交2,240.57万元",新浪
2021-12-22,可转债上市首日火爆再现，两方面或触发估值调整风险！,Wind
2021-12-22,兴业银行北京分行与中信证券达成首单“碳中和”概念信用风险缓释合约交易,证券日报网
2021-12-22,“商行+投行”助力实体经济高质量发展,搜狐
2021-12-22,2021基金经理调研报告：基民不赚钱原因找到了,Wind
2021-12-22,兴业银行临沂分行“秒贴+再贴现”模式，精准助力实体经济,鲁网
2021-12-22,兴证国际(6058.HK)：荣获最具社会责任公司奖，树立金融企业ESG标杆,格隆汇
2021-12-22,26亿个贷不良资产包年末加速处理,21经济网
2021-12-22,兴业银行青岛分行落地1亿元保障性住房租赁贷款业务,中国金融新闻网
2021-12-22,股份行首家私人银行专营机构获批开业,金融界
2021-12-22,激发市场主体活力 福建金服云平台解决融资需求突破1000亿元,和讯
2021-12-22,银保监会批准兴业银行私人银行部开业,中国网
2021-12-22,超500家机构账户：解密个贷不良资产包,Wind
2021-12-22,兴业银行潍坊分行举办2022年资本市场展望投资报告会,腾讯网
2021-12-22,【通稿】兴业消费金融七周年：稳中求进 行稳致远,凤凰网
2021-12-22,A股融资融券日报：两融余额减少7.19亿元（12月21日）,Wind
2021-12-22,每经9点丨国家卫健委：昨日新增本土确诊病例57例，其中陕西53例；中国移动等3股今日申购；宁德时代全球布局最大单体项目在福鼎投产,每日经济新闻
