date,sentence,col3
2021-12-31,石头科技(688169.SH)：减持期过半 股东丁迪、高榕、启明均未减持,格隆汇
2021-12-31,33股获券商买入评级，中新药业目标涨幅达68.41%,Wind
2021-12-31,开源金股，1月推荐,开源证券研究所
2021-12-30,智能家居战场又添一员，海康威视分拆萤石网络上市，半年营收20亿,36氪
2021-12-29,扫地机器人市场群雄逐鹿 谁能引领下一次技术潮流？,中国家电网
2021-12-29,中国区域金融力排行榜：北京登顶，江浙紧逼,Wind
2021-12-29,“十四五”机器人产业、智能制造发展规划出炉，机器人产业迎来发展窗口期,Wind
2021-12-29,销量大增三成 清洁电器正“收割”你的钱包,重庆商报
2021-12-28,石头科技(688169)：三个维度看石头科技全球竞争力,国金证券股份有限公司
2021-12-28,科沃斯的警报解除了吗？,凤凰网
2021-12-27,东北证券：清洁电器持续热销，厨房电器保持景气,财联社
2021-12-27,家电周观点||高成长品类景气度延续，继续看好家电成长股及白电反弹,LV微服思纺
2021-12-26,周末榜单 | 中信建投十大热门研报,中信建投证券研究
2021-12-24,A股资金流向：“弃宁投茅”显露调仓痕迹,Wind
2021-12-24,“金智奖”2021金融界上市公司价值评选结果揭晓 石头科技CEO昌敬等十人荣获中国上市公司杰出创新发展领袖奖,金融界
2021-12-23,行业龙头市值近千亿，扫地机器人会成为下一个“空调”吗？,读懂财经
2021-12-23,石头科技法国黑五卖疯了：GMV 同比增长 767.2%,IT之家
2021-12-20,中一签赚10万，最贵新股扬眉吐气！中信赚1.8亿,Wind
2021-12-19,史上最贵新股明天上市，近万亿巨头回归A股！,Wind
2021-12-19,张坤套现苏泊尔，多只基金却抄底，公募持股现分歧,Wind
2021-12-18,张坤抛售重仓五年的苏泊尔，顶流基金看淡个股还是行业？,Wind
2021-12-18,下周781亿市值限售股解禁，三家公司解禁超百亿 解禁,Wind
2021-12-17,资本开支加大，油服迎周期性盈利改善,Wind
2021-12-17,A股资金流向：成长、权重双双熄火，低价股抱团逻辑仍在演绎,Wind
2021-12-17,中国扫地机品牌走红全球，石头科技法国黑五期间GMV同比增长767.2%,金融界
2021-12-16,速卖通今日头条盘点|2021-12-16,亿邦动力
2021-12-16,A股资金流向：短线资金继续加码热门题材股,Wind
2021-12-16,国君家电|石头科技股权激励计划第一期归属事件点评：股权激励部分归属，整体发展稳中向好,小蔡看家电
2021-12-16,石头科技：2021年12月13日高管本人或关联人万云鹏增持股份3009股,资本邦
2021-12-16,疯狂的扫地机器人：三巨头市占80%，后浪掘金下半场,21商评网
2021-12-15,开源证券：给予石头科技买入评级,证券之星
2021-12-15,负债率高达80％，海康威视子公司萤石网络冲击A股 偿债能力下降,腾讯网
2021-12-15,暖风频吹，筑底回升：地产后周期迎估值修复,Wind
2021-12-15,石头科技注册资本从6667万元增加至6679万元,乐居财经
2021-12-15,扫地机器人正狂吸金,子弹财经
2021-12-14,2022年家电行业投资策略：改善趋势渐行渐近 修复空间充分打开,新浪
2021-12-14,石头科技(688169.SH)1.59万股归属股票将于12月20日上市流通,智通财经
2021-12-14,石头科技(688169.SH)：1.589万股限制性股票拟归属,格隆汇
2021-12-13,小米双线造车：控股公司智米科技筹备造车,Wind
2021-12-13,茅指数与宁组合同台竞技，两大赛道谁技高一筹？,Wind
2021-12-12,华创家电·双周报丨“黑五网一”新趋势，跨境国牌持续发力,一超家电研究
2021-12-12,家电周观点||11月成长小家电品类高景气度延续、政策利好预期提升，继续看好家电成长股及白电反弹,LV微服思纺
2021-12-11,最惨腰斩后，“茅指数”王者归来，股王重振雄风！,Wind
2021-12-10,石头科技：在2018年5月欧盟《通用数据保护条例（GDPR）》生效前，公司即完成了GDPR合规体系的建设,每日经济新闻
2021-12-10,80后“科技扫地僧”，7年扫出百亿美金上市公司,Ofweek
2021-12-10,看到了疯狂却没看到残酷，数据显示机器人行业死亡了2.4万家企业,Ofweek
2021-12-08,上市≠上岸 富佳实业下半场故事如何讲?,中国家电网
2021-12-08,2022年轻工行业投资策略报告：把握中下游消费属性板块盈利修复行情,新浪
2021-12-08,2021证券之星财经风云榜年度评选圆满收官,证券之星
2021-12-08,和讯SGI指数2021年度白皮书：全景透视七大新兴行业,和讯
2021-12-08,云米科技营收同比下降28.9%，陷入亏损困境 亏损,百度新闻
2021-12-08,史上最贵新股，明天打新！每股557.8元，你申购吗,Wind
2021-12-07,A股资金流向：赛道股再度下杀，资金进驻价值蓝筹,Wind
2021-12-07,一家机器人公司决定先卖好扫地机｜隐形巨头,36氪
2021-12-06,家电行业2022年度策略：复苏与景气同行,新浪
2021-12-06,家用电器行业周报：集成灶市场增势强劲 国产品牌占优,新浪
2021-12-06,A股资金流向：新能源再遭集中抛售，大金融成“避风港”,Wind
2021-12-06,机械设备行业：服务机器人 高速新赛道,新浪
2021-12-06,石头科技：扫地机器人领军者、“大而强”的生活应用创新龙头,证券之星
2021-12-06,深度*行业*家用电器行业周报：洗烘一体机增速亮眼 传统家电盈利持续复苏,新浪
2021-12-06,家电周观点||海外消费回流线下致黑五平淡，期待高基数后改善,LV微服思纺
2021-12-05,【西部家电|深度】科沃斯：产品为基，营销赋能，成就清洁电器绝对龙头,微信
2021-12-05,家用电器行业：11月清洁电器、投影仪线上销售高增长,广发证券
2021-12-05,家用电器研究周报：12月空调外销排产饱满,光大证券
2021-12-03,家电及相关：21年“黑五季”落幕 海外消费仍具韧性,新浪
2021-12-03,家用电器行业周报：聚焦厨电新势力 洗碗机赛道寻良机,新浪
2021-12-02,“硬科技”之两大派系代表：石头科技VS思瑞浦,证券之星
2021-12-02,高业绩支撑的石头科技，持续释放产品势能,中金在线
2021-12-02,9只科创板股获北向资金减仓,证券时报网
2021-12-02,盘前有料丨又一调味品公司宣布提价；证监会否认禁止VIE企业境外上市…重要消息还有这些,证券时报
2021-12-02,天风Morning Call·晨会集萃·20211202,天风研究
2021-12-01,家电行业2022年上半年投资策略：边际改善初现 黎明将至,新浪
2021-12-01,A股资金流向：主线不明题材股炒作继续，资金挖掘低位补涨,Wind
2021-12-01,家用电器行业周报：如何看待新能源汽车热管理行业前景,新浪
2021-12-01,家电行业2022年投资策略：把握低估值白马及高景气赛道 边际向好 复苏之年,西南证券
2021-11-30,A股资金流向：新能源分歧加大，外资尾盘被动配置加剧波动,Wind
2021-11-30,科创板第一高价股PK：思瑞浦的模拟芯片VS石头科技的扫地机,证券之星
2021-11-30,机械设备行业专题研究：电力交易市场化加速电网智能／数字化,新浪
2021-11-29,[快讯]扫地机器人下半场 社会化营销、渠道布局等多维角力,全景网
2021-11-29,A股资金流向：赛道股再度大涨“吸金”,Wind
2021-11-29,家用电器研究周报：10月空调内销回暖 海外需求维持旺盛,光大证券
2021-11-29,家用电器行业周报：出口数据韧性十足 海外家电需求有望回暖,新浪
2021-11-29,机械设备行业研究周报：国内半导体设备行业将迎来高速发展,新浪
2021-11-29,开源金股，12月推荐,开源证券研究所
