date,sentence,col3
2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
2021-12-31,2021创客贴数智战略赋能行业笔记,美通社
2021-12-30,风享·TMT 一周谈 | 当下科技板块如何布局？20211228,天风研究
2021-12-29,金山数字办公平台重磅发布 全面赋能大型组织办公数字化转型,深水财经社
2021-12-29,金山办公入股深圳顺赢私募基金合伙企业,智通财经
2021-12-28,金山办公(688111.SH)向13名激励对象授予13.83万股限制性股票,智通财经
2021-12-28,东兴证券：给予金山办公买入评级,证券之星
2021-12-28,A股资金流向：锂矿价格飙升修复股价背离，新能源全线反弹,Wind
2021-12-28,平安证券：《“十四五”国家信息化规划》发布，将大幅提升IT投资占比,财联社
2021-12-28,赋能大型组织办公数字化转型,发布易
2021-12-27,金山办公首次登上2021年《财富》未来50强全球排行榜，排名第十位,凤凰网
2021-12-27,【计算机】重点把握能源IT投资机遇,金融界
2021-12-24,上海保险交易所与中国银保信合作，保险服务系统助力保险机构业务互联；京东与泰森集团合作，搭建食品供应链系统| 36氪大公司数字创新指南1223,36氪
2021-12-24,计算机行业2022年度投资策略：得时无怠 择优赛道 质地当先,新浪
2021-12-24,WPS未经许可使用福昕软件产品 终审判决珠海金山赔偿150万元,中国网
2021-12-24,「赋能大型组织数字化升级」将成未来5-10年核心战略,Ofweek
2021-12-24,信息化浪潮下推动移动化办公发展 金山办公发布数字办公平台,新民网
2021-12-24,民族品牌指数涨0.68% 金山办公上涨5.32%,上证报
2021-12-23,金山办公(688111)：发布金山数字办公平台 赋能大型组织办公数字化转型,新浪
2021-12-23,金山办公进军B端市场推数字办公平台 CEO章庆元：与飞书等维度不同,新浪
2021-12-23,盯上企业数字办公市场“蛋糕” 金山办公如何与钉钉、飞书错位竞争？,每日经济新闻
2021-12-23,金山办公发布三大新品 升级协作服务转型组织数字办公,中国网
2021-12-23,金山办公(688111)：发布三大协作新品 共创数字办公价值共同体,新浪
2021-12-23,A股资金流向：“妖股”行情暂告段落，绿电板块重回主线核心,Wind
2021-12-23,金山办公发布数字办公平台 打造大型组织数字化转型利器,质量新闻网
2021-12-23,中国银河维持金山办公推荐评级：战略升级，从个人工具到组织协作的全面云化转型,每日经济新闻
2021-12-23,中国银河：给予金山办公买入评级,证券之星
2021-12-23,由卖产品转向卖服务 金山办公重建收入结构,证券日报网
2021-12-23,金山办公(688111)调研报告-强化协作平台 延展BG空间,新浪
2021-12-23,金山办公CEO章庆元：持续推动办公方式进步，从工具到服务，从单机到协作,TechWeb
2021-12-23,华为云携手金山办公，为企业提供丰富数字办公应用及体验,凤凰网
2021-12-23,金山数字办公平台重磅发布 直击数字化办公转型“三大痛点”,中国网
2021-12-23,A股异动 | 金山办公涨8% 推出面向政企的标准化数字办公平台,格隆汇
2021-12-23,金山办公发布数字办公平台 打造大型组织数字化转型利器,凤凰网
2021-12-23,大公司早报｜芒果TV上调会员价格 腾讯对京东持股比例降至2.3%,观察者网
2021-12-22,远程办公风口持续 金山办公：赋能大型组织办公数字化转型,第一财经
2021-12-22,金山办公发布数字办公平台,上证报
2021-12-22,金山办公to B进化：聚焦数字办公，从卖产品转向卖服务,21世纪经济报道
2021-12-22,金山数字办公平台正式发布,财经网
2021-12-21,“OFFICE文档转PDF文档格式”功能背后的官司：福昕软件与珠海金山纠纷终审判决出炉 诉讼纠纷,每日经济新闻
2021-12-21,A股资金流向：低价逻辑继续升温,Wind
2021-12-20,直播|金山数字办公大会,光明网
2021-12-17,金山办公股东拟减持公司不超2.51%股份 拟减持股份,中国财富网
2021-12-17,注意！金山办公：奇文N维拟减持不超过1155.6万股 拟减持股份,每日经济新闻
2021-12-17,金山办公(688111.SH)：奇文N维拟减持不超1155.60万股 拟减持股份,格隆汇
2021-12-17,金山办公：奇文N维拟合计减持2.51%公司股份 拟减持股份,财联社
2021-12-17,金山办公：奇文N维拟减持不超过总股本2.51% 拟减持股份,Wind
2021-12-16,金山办公宣布品牌升级 民族品牌绽放智慧的力量,证券日报网
2021-12-16,金山办公宣布品牌升级,Wind
2021-12-16,金山办公宣布品牌升级,e公司
2021-12-16,金山办公发布全新品牌Logo：一面红色旗帜 寓意深刻,快科技
2021-12-16,绽放智慧的力量！金山办公宣布启用全新Logo、品牌Slogan,金融界
2021-12-16,金山办公发布全新品牌Logo：融合字母K和「折叠的文档」,IT之家
2021-12-14,A股主力资金流向：净流出额创一个半月新高，新能源、周期股集体遭抛售,Wind
2021-12-13,金山办公跌3.3% 中信证券华西证券安信证券高点喊买入,中国经济网
2021-12-13,A股主力资金流向：电力股获资金抢筹，新能源持续回暖,Wind
