date,sentence,col3
2021-12-31,大悦城对佛山淦盈提供1.75亿元担保 大额借贷担保,乐居财经
2021-12-31,大悦城佛山合营企业3.5亿贷款总期限变更为48个月,观点地产网
2021-12-31,中青旅出租北京中青旅大厦部分场所予光大银行北京分行 租金7419万,观点地产网
2021-12-31,中青旅(600138.SH)向光大银行北京分行出租中青旅大厦部分场所,智通财经
2021-12-31,银行财眼 | 光大银行昆明分行因社区银行管理不到位被罚30万元 金融监管处罚,凤凰网
2021-12-31,"蓝光披露54亿债务重组进展,泛海光大就偿还借款达成协议",搜狐焦点
2021-12-31,泛海控股：2022年4月20日前偿还光大银行的全部借款,澎湃新闻
2021-12-31,泉州城建10亿元中票将于2022年1月10日付息 利率3.56%,观点地产网
2021-12-31,民生银行信用卡业务投诉量上半年在湖南居股份制商业银行首位,中国经济网
2021-12-31,A股融资融券日报：两融余额增加32.82亿元（12月30日）,Wind
2021-12-31,铁打的银行流动的高管，“年轻时代”走上C位,Wind
2021-12-30,银行APP掀起“瘦身”潮！,中国银行保险报
2021-12-30,兴齐眼药(300573.SZ)：拟以自有资产担保向银行申请1亿元授信,格隆汇
2021-12-30,阳光消费金融首任CRO获批，截至上半年已累计亏损近1.4亿元 亏损,WEMONEY研究室
2021-12-30,泛海控股与光大银行达成调解 将于2022年4月偿还全部借款,观点地产网
2021-12-30,北向资金锁定筹码连续四日扫货超125亿，招商银行获大幅净买入7.66亿元,Wind
2021-12-30,华晨汽车集团控股有限公司：涉及金融借款合同纠纷,Wind
2021-12-29,【银华基金】交易日报 2021-12-29,新浪
2021-12-29,阳光消费金融首任CRO获批，是个风控女将,搜狐
2021-12-29,光大银行信用卡业务投诉第三季度位列山西省股份制商业银行第一,中国经济网
2021-12-29,光大银行欲核销一笔呆账贷款 遭13名董事一致反对,和讯
2021-12-28,光大银行拟续聘安永华明为2022年度境内审计机构,乐居财经
2021-12-28,光大银行(601818.SH)为华侨城集团核定130亿元综合授信额度,智通财经
2021-12-28,光大银行西安分行助力抗击疫情 推出十项惠企便民保障服务措施,中证网
2021-12-28,光大云缴费直联客户突破8000万,每日甘肃网
2021-12-28,战略引领，光大银行财富管理标签日益鲜亮,每日甘肃网
2021-12-28,光大银行揭牌成立乡村振兴金融部 发布乡村振兴综合金融服务方案,中国网
2021-12-28,融资客青睐9股，光大银行买入占比高达42.39%,第一财经
2021-12-28,中国光大银行状告新力地产等，案由系金融借款合同纠纷 诉讼纠纷,乐居财经
2021-12-28,减少消费者选择焦虑，银行App爱“瘦身”更爱财富管理,Wind
2021-12-27,又有银行APP下架了，未来手机银行能干啥？ 产品问题,中证报
2021-12-27,百济神州“穿绿鞋”仍下跌，高瓴持股11%没有限售期,第一财经
2021-12-27,近九成A股上市银行破净,财经杂志
2021-12-27,结构性工具做“加法”，明年货币政策有这些重要调整,Wind
2021-12-27,光大银行持续打出适老化服务“组合拳”,中国金融新闻网
2021-12-27,货币政策“以我为主”显自信，精准调控渐入臻境,Wind
2021-12-26,这家大行低调下线一款支付类App 手机银行“瘦身”会成为趋势吗,北京商报
2021-12-26,时隔十年监管再发私行专营牌照，银行零售业务破局路在何方？,Wind
2021-12-25,个人账户风险监管趋严，银行加快清理睡眠账户,Wind
2021-12-25,个人账户风险监管趋严 银行加快清理睡眠账户,中国经营网
2021-12-25,光大理财首款养老理财产品正式面世,中国网
2021-12-25,光大银行携手上海环交所：勇担时代责任，推动绿色发展,北方网
2021-12-24,新五丰(600975.SH)：间接控股股东质押4437.87万股,格隆汇
2021-12-24,光大银行与上海环交所建立战略合作伙伴关系,中国金融新闻网
2021-12-24,A股ESG风险事件双周报（2021.12.06-2021.12.19）,新浪
2021-12-24,A股融资融券日报：两融余额增加19.59亿元（12月23日）,Wind
2021-12-24,手机银行打法变阵 流量争夺暂停 转战财富管理,上证报
2021-12-24,手机银行打法变阵：流量争夺暂停、转战财富管理,Wind
2021-12-23,搞直播、撒红包、全陪伴…为了留住用户，银行App今年拼了！,上证报
2021-12-23,创新谋变促进共同富裕 光大银行探索普惠财富管理“光大经验”,21世纪经济报道
2021-12-23,全栈创新，华为云Stack加速政企深度上云,Ofweek
2021-12-22,光大银行药明：建议加大绿色金融激励考核力度,21经济网
2021-12-22,光大银行上海分行到访国美集团,凤凰网
2021-12-22,"""降息""接棒降准，对这板块影响却不大，但机构看好估值修复行情",Wind
2021-12-21,光大银行信用卡中心：重点加强对“一把手”的监督,中华网
2021-12-21,33家银行信用卡最新数据：平均每个持卡人负债2.2万,和讯
2021-12-21,监管收紧下多银行暂停智能投顾业务 少数银行能正常提供服务或涉“无证驾驶” 其他违规处罚,搜狐
2021-12-21,光大银行数字金融部药明：绿色金融发展动力仍显不足 建议充分重视其经营地位,金融界
2021-12-20,年内首次下调，1年期LPR降至3.8%,Wind
2021-12-20,中国银联云闪付App试点“一键查卡”功能,IT之家
2021-12-20,经“9”相伴 共创美好 光大银行全新发布手机银行9.0,中国网
2021-12-20,北向资金今日再度净卖出9.71亿元，药明康德连续4日遭抛售累计出货超30亿,Wind
2021-12-20,首个碳排放履约周期临近结束，全国碳市场交易大幅升温,Wind
2021-12-20,审慎混改下“合并同类项”，创新力提升待破题,Wind
2021-12-18,经“9”相伴共创美好 光大银行全新发布手机银行9.0,海南在线
2021-12-18,“十四五”力促中小企业发展，支持更多“专精特新”企业上市挂牌,Wind
2021-12-17,【银华基金】交易日报 2021-12-17,新浪
2021-12-17,【日报｜国君煤炭翟堃】11月份鄂尔多斯销售煤炭7458万吨 同比增长14%,煤市乾坤
2021-12-17,光大永明鑫光明终身寿险荣获“年度畅销保险产品”奖,凤凰网
2021-12-17,企业手机银行竞逐赛 政策性银行也入局,中国电子银行网
2021-12-17,光大银行：结合每一会计期间内的宏观趋势及个案形势 动态审慎计量恒大集团的信贷敞口问题减值准备 资产异常,财联社
2021-12-17,【碳中和行业动态】落实“双碳”目标，建设“绿色光大”！,搜狐
2021-12-17,民生与光大银行被剔除上证50指数 资产质量及股价表现均弱于行业 剔除指数,面包财经
2021-12-17,“双碳”背景下2022年国内钢铁需求或下降0.7%，行业集中度仍待提升,Wind
2021-12-16,光大银行携手上海环交所：勇担时代责任，推动绿色发展,中国金融新闻网
2021-12-16,光大银行与上海环交所建立战略合作伙伴关系,中证网
2021-12-16,海外信用评级汇总2021年12月16日星期四,Wind
2021-12-16,四个关键词 让光大银行重庆分行获得这份全国级奖状,上游新闻
2021-12-16,光大银行(601818.SH)滨海分行收天津证监局警示函，销售产品时未要求客户书面承诺符合合格投资者条件 金融监管处罚,智通财经
2021-12-16,穆迪：维持光大银行“Baa2”长期外币存款评级，展望“稳定”,Wind
2021-12-16,手机银行数字竞争力排行榜TOP100 (2021年Q3),零壹财经
2021-12-16,国常会最新部署！小微货币政策有新安排！支持更多专精特新企业成长,Wind
2021-12-16,多元配置成主流，结构性存款产品失宠,Wind
2021-12-16,大力拓展县域“教育云” 助力人民美好生活,经济日报
2021-12-15,上海环交所与光大银行达成战略合作 共同推动碳市场金融化,上证报
2021-12-15,杨兵兵：光大银行如何制定金融科技顶层规划，推进银行数字化转型实践,中国银行
2021-12-15,“降息”预期落空传递什么信号？,Wind
2021-12-15,光大银行获“年度最佳股份制银行”奖,中新网
2021-12-15,深圳楼市回暖在即？ 部分银行下调房贷利率 二手房成交量反弹,证券日报
2021-12-14,百城卖地逾4万亿元同比下降7% 深圳部分银行下调房贷利率,证券日报
2021-12-14,信用卡投诉同比增长23%、个贷业务同比增长112.6%，光大银行第三季度投诉量位列股份行首位,凤凰网
2021-12-14,三季度个人贷款业务消费投诉增长近四成,财富动力网
2021-12-14,个人住房贷款投放加快，房地产融资环境改善,Wind
2021-12-14,深圳个别银行下调房贷利率，国有大行未跟进,Wind
2021-12-14,地产融资“恢复正常”再确认，11月房地产贷款同比增逾2000亿元,Wind
2021-12-13,个人住房贷款、开发贷双双同比多增！房地产融资回暖迹象增多,Wind
2021-12-13,光大银行零售金融多方面发力 支持实体经济、助力民生服务,金融界
2021-12-13,漳州城投完成发行7亿元超短期融资券 发行利率2.89%,观点地产网
2021-12-13,A股融资融券日报：两融余额增加0.16亿元（12月10日）,Wind
2021-12-13,稳中求进定调明年经济工作，应对“三重压力”出新招,Wind
2021-12-13,助力浙江高质量发展建设共富示范区,经济日报
2021-12-10,三季度银行业个贷投诉同比增加38.6%,中国银行保险报
2021-12-10,首批养老理财来了：1元起投、封闭期5年，预期收益率5%-8%,经济观察报
2021-12-10,注意了！三季度这些银行消费投诉量最多！,中国金融新闻网
2021-12-10,第三季度银行业消费投诉情况发布：个人贷款业务投诉量同比增38.6%,21世纪经济报道
2021-12-10,第三季度光大银行信用卡业务投诉量居股份制商业银行首位,中国经济网
2021-12-10,银行函证区块链服务平台投入应用，平安银行回函的4笔全流程自动化电子函证落地,Wind
2021-12-10,银保监会：今年三季度接收银行业消费投诉近九万件 较去年同期增长2.6%,银保监会
2021-12-10,光大银行上一日融资余额16.83亿元，股票质押共有4笔,资本邦
2021-12-10,银保监会：三季度银行业个人贷款业务投诉同比增长38.6%,Wind
2021-12-10,11月居民中长期贷款增加，社融存量增速反弹,Wind
2021-12-10,11月CPI同比上涨2.3%创年内新高，PPI与CPI“剪刀差”触顶回落,Wind
2021-12-09,升破6.35关口，人民币汇率创三年半新高,Wind
2021-12-08,光大银行深圳分行联合“奈雪的茶”实现首笔助农贷款投放,搜狐
2021-12-08,海南启动入境游客移动支付便利化试点,中国金融新闻网
2021-12-08,养老理财首日大卖，有银行一日募集30亿，个别银行剩余额度已不多,资本邦
2021-12-08,光大银行南京分行：“绿色金融”活水来 “美丽江苏”展新颜,大众证券报
2021-12-08,A股融资融券日报：两融余额减少43.44亿元（12月7日）,Wind
2021-12-08,外资布局中国资管业力度加大,Wind
2021-12-08,条码互扫推进超预期，支付生态开放提速,Wind
2021-12-08,养老理财产品热销 有银行首日卖出30亿元 第二批有望12月底发行,证券日报
2021-12-07,财华洞察|万亿降准，券商、银行和保险板块“隐现”投资机会？,财华社
2021-12-07,荣盛发展：为荣盛实业不超过9000万元融资提供担保 大额借贷担保,中金在线
2021-12-07,荣盛发展为荣盛实业融资提供9400万元担保 大额借贷担保,乐居财经
2021-12-07,智通每日大行研报丨大摩予中远海控(01919)目标价21.2港元 吉利汽车(00175)获多家机构看好,智通财经
2021-12-07,光大养老理财青岛试点启动 首日募集战绩颇丰,搜狐
2021-12-07,A股融资融券日报：两融余额减少24.72亿元（12月6日）,Wind
2021-12-07,今年4家银行登陆A股，明年中小银行IPO料提速,Wind
2021-12-07,养老理财试点产品首日销售火爆,Wind
2021-12-07,机构做足功课、投资者热情高，首批养老理财产品闪亮登场,Wind
2021-12-06,【天风非银】中国光大控股：中国领先的跨境资产管理投资稀缺标的,新锐视角看金融
2021-12-06,1元起投 首批养老理财四地试点发行 首日认购火热,经济观察报
2021-12-06,华晨汽车集团控股有限公司：涉及重大诉讼 诉讼纠纷,Wind
2021-12-06,光大银行深圳分行荣获（第七届）中国金融年会“年度社会责任大奖”,深圳新闻网
2021-12-06,科技创新 未来可期 | 光大集团展演10个优秀创新项目,北国网
2021-12-06,光大理财首款养老理财产品青岛开售,中证网
2021-12-06,如何在大数据中安全遨游 银行业在隐私计算中寻找答案,中国金融新闻网
2021-12-06,房地产贷款连续两个月回暖，三类地产股有望否极泰来？,第一财经
2021-12-06,重罚！拉卡拉因多项业务违规被罚没近360万元 近5年屡次被处罚 合计罚款超400万 其他违规处罚,和讯
2021-12-06,A股融资融券日报：两融余额减少18.05亿元（12月3日）,Wind
2021-12-06,房地产融资恢复正常，11月贷款投放继续回升,Wind
2021-12-05,中国金融时报：恒大事件短期冲击逐步明朗化！房企融资加速回暖,Wind
2021-12-05,环比、同比继续“双升”，金融机构对房地产企业融资行为已恢复正常,Wind
2021-12-04,“滚隔夜”杠杆套利凶猛，低息资金集聚金融市场,Wind
2021-12-03,光大银行：“17凤凰MTN001”和“17凤凰MTN002”违约后续,Wind
2021-12-03,金融周报｜银保监会加快建设中国金融人才库；我国养老理财试点正式开启； 中国人寿80.25亿增资广发银行···,财经网
2021-12-03,光大理财首款养老理财产品正式面世,上证报
2021-12-03,光大银行太原迎泽大街支行因办理无真实贸易背景的银行承兑汇票被罚40万,中华网
2021-12-03,A股融资融券日报：两融余额减少72.45亿元（12月2日）,Wind
2021-12-03,配股融资持续升温，上市银行积极“补血”,Wind
2021-12-02,【银华基金】交易日报 2021-12-2,新浪
2021-12-02,“12光大次级债”12月2日13时13分发生价格异动 成交价大幅偏离估值,Wind
2021-12-02,隆平高科两子公司高管内幕交易 两人合计亏损4000万 董监高成员异常事件,中国经济网
2021-12-02,今天上会的“台股拆A股”企业，充满了很多难以理解之处！,中金在线
2021-12-02,A股融资融券日报：两融余额增加5.37亿元（12月1日）,Wind
2021-12-02,金融主管部门释放“保障刚需合理个贷需求”信号，广州市场房贷真的松了,南方日报
2021-12-02,监管“喊话”后房贷奏效了吗？调查22家银行：房贷真的松了！,Wind
